;;39;;;;;69;;;;;99
3;10.413055;3_1_0_20170109190522134.jpg;;;4;11.102244;4_1_0_20161220220732418.jpg;;;2;11.222566;2_0_4_20170103210928251.jpg
3;9.8689785;3_1_0_20170109191351622.jpg;;;4;11.799385;4_1_0_20170109191135825.jpg;;;2;11.795267;2_0_4_20170103230700225.jpg
3;9.332787;3_1_0_20170109191527360.jpg;;;4;12.685911;4_1_0_20170109192248839.jpg;;;2;14.518458;2_1_0_20170109191715669.jpg
3;10.476171;3_1_0_20170109191833465.jpg;;;4;11.9830265;4_1_0_20170109192308345.jpg;;;2;12.468271;2_1_0_20170109191803520.jpg
3;9.628812;3_1_0_20170109192750346.jpg;;;4;12.616714;4_1_0_20170109193059401.jpg;;;3;14.022299;3_0_3_20161220222637579.jpg
3;10.221811;3_1_0_20170109193055962.jpg;;;4;12.56266;4_1_0_20170109193102653.jpg;;;3;11.002593;3_0_4_20161221193406126.jpg
3;10.079607;3_1_0_20170109194150845.jpg;;;4;12.656631;4_1_0_20170109193813519.jpg;;;3;13.274484;3_1_0_20170109190522134.jpg
3;10.529989;3_1_1_20170109194610208.jpg;;;4;12.781717;4_1_0_20170109204913999.jpg;;;3;12.435774;3_1_0_20170109191351622.jpg
3;9.03465;3_1_2_20161219204608087.jpg;;;4;11.415626;4_1_1_20170109194520772.jpg;;;3;11.536673;3_1_0_20170109191527360.jpg
4;9.628875;4_1_3_20161220220857450.jpg;;;4;13.539813;4_1_1_20170109194523891.jpg;;;3;13.93277;3_1_0_20170109191833465.jpg
4;9.670629;4_1_3_20161220220859874.jpg;;;4;gru.72;4_1_1_20170109194638149.jpg;;;3;12.359971;3_1_0_20170109192750346.jpg
4;9.221786;4_1_3_20161220222145586.jpg;;;4;11.304387;4_1_1_20170109194656449.jpg;;;3;13.342174;3_1_0_20170109193055962.jpg
4;9.716931;4_1_4_20161221201507280.jpg;;;2;10.7232065;2_0_4_20161221202918296.jpg;;;3;12.906059;3_1_0_20170109194150845.jpg
4;8.810332;4_1_4_20161223230120250.jpg;;;2;10.386545;2_0_4_20161221202954025.jpg;;;3;13.452091;3_1_1_20170109194610208.jpg
4;9.450575;4_1_4_20161223231735684.jpg;;;2;10.342848;2_0_4_20170103210928251.jpg;;;3;12.222088;3_1_2_20161219204608087.jpg
5;10.670918;5_0_0_20170109192317486.jpg;;;2;11.364502;2_0_4_20170103230700225.jpg;;;4;12.895309;4_1_3_20161220220857450.jpg
5;9.341928;5_0_0_20170110213420350.jpg;;;2;13.840025;2_1_0_20170109191715669.jpg;;;4;12.467753;4_1_3_20161220220859874.jpg
5;11.004509;5_0_2_20170110215845491.jpg;;;2;11.276712;2_1_0_20170109191803520.jpg;;;4;12.488167;4_1_3_20161220222145586.jpg
5;9.216293;5_0_3_20161220220253921.jpg;;;3;13.075434;3_0_3_20161220222637579.jpg;;;4;12.181867;4_1_4_20161221201507280.jpg
5;9.973981;5_0_3_20161220220614792.jpg;;;3;10.881557;3_0_4_20161221193406126.jpg;;;4;10.800836;4_1_4_20161223230120250.jpg
5;8.828297;5_0_3_20161220223210595.jpg;;;3;12.635543;3_1_0_20170109190522134.jpg;;;4;12.453482;4_1_4_20161223231735684.jpg
5;9.266927;5_1_0_20170109191741223.jpg;;;3;11.913733;3_1_0_20170109191351622.jpg;;;5;13.759853;5_0_0_20170109192317486.jpg
5;8.853459;5_1_0_20170109192408726.jpg;;;3;10.9326725;3_1_0_20170109191527360.jpg;;;5;12.363741;5_0_0_20170110213420350.jpg
5;9.911081;5_1_0_20170109193656512.jpg;;;3;12.994108;3_1_0_20170109191833465.jpg;;;5;14.419681;5_0_2_20170110215845491.jpg
5;10.0393095;5_1_0_20170109193708669.jpg;;;3;11.624548;3_1_0_20170109192750346.jpg;;;5;11.906696;5_0_3_20161220220253921.jpg
5;9.534256;5_1_0_20170109194113052.jpg;;;3;12.459127;3_1_0_20170109193055962.jpg;;;5;12.897329;5_0_3_20161220220614792.jpg
5;10.051382;5_1_0_20170109194229104.jpg;;;3;12.208507;3_1_0_20170109194150845.jpg;;;5;11.991128;5_0_3_20161220223210595.jpg
5;11.017426;5_1_1_20170103180249368.jpg;;;3;12.921513;3_1_1_20170109194610208.jpg;;;5;11.896189;5_1_0_20170109191741223.jpg
4;9.628875;4_1_3_20161220220857450.jpg;;;3;10.828386;3_1_2_20161219204608087.jpg;;;5;11.620257;5_1_0_20170109192408726.jpg
4;9.670629;4_1_3_20161220220859874.jpg;;;4;11.886873;4_1_3_20161220220857450.jpg;;;5;12.909324;5_1_0_20170109193656512.jpg
4;9.221786;4_1_3_20161220222145586.jpg;;;4;11.818294;4_1_3_20161220220859874.jpg;;;5;12.914236;5_1_0_20170109193708669.jpg
4;9.716931;4_1_4_20161221201507280.jpg;;;4;11.503368;4_1_3_20161220222145586.jpg;;;5;11.54197;5_1_0_20170109194113052.jpg
4;8.810332;4_1_4_20161223230120250.jpg;;;4;11.474131;4_1_4_20161221201507280.jpg;;;5;12.645354;5_1_0_20170109194229104.jpg
4;9.450575;4_1_4_20161223231735684.jpg;;;4;10.227701;4_1_4_20161223230120250.jpg;;;5;14.1757345;5_1_1_20170103180249368.jpg
5;10.670918;5_0_0_20170109192317486.jpg;;;4;11.616581;4_1_4_20161223231735684.jpg;;;5;11.649955;5_1_3_20161220221703978.jpg
5;9.341928;5_0_0_20170110213420350.jpg;;;5;13.268276;5_0_0_20170109192317486.jpg;;;5;12.655422;5_1_4_20161221193811941.jpg
5;11.004509;5_0_2_20170110215845491.jpg;;;4;11.886873;4_1_3_20161220220857450.jpg;;;6;13.056569;6_0_0_20170110215331722.jpg
5;9.216293;5_0_3_20161220220253921.jpg;;;4;11.818294;4_1_3_20161220220859874.jpg;;;6;12.724074;6_0_3_20161220222811027.jpg
5;9.973981;5_0_3_20161220220614792.jpg;;;4;11.503368;4_1_3_20161220222145586.jpg;;;6;14.340086;6_0_3_20170110213739717.jpg
5;8.828297;5_0_3_20161220223210595.jpg;;;4;11.474131;4_1_4_20161221201507280.jpg;;;6;11.651409;6_1_0_20170109193722375.jpg
5;9.266927;5_1_0_20170109191741223.jpg;;;4;10.227701;4_1_4_20161223230120250.jpg;;;5;11.649955;5_1_3_20161220221703978.jpg
5;8.853459;5_1_0_20170109192408726.jpg;;;4;11.616581;4_1_4_20161223231735684.jpg;;;5;12.655422;5_1_4_20161221193811941.jpg
5;9.911081;5_1_0_20170109193656512.jpg;;;5;13.268276;5_0_0_20170109192317486.jpg;;;6;13.056569;6_0_0_20170110215331722.jpg
5;10.0393095;5_1_0_20170109193708669.jpg;;;5;11.643131;5_0_0_20170110213420350.jpg;;;6;12.724074;6_0_3_20161220222811027.jpg
5;9.534256;5_1_0_20170109194113052.jpg;;;5;13.617843;5_0_2_20170110215845491.jpg;;;6;14.340086;6_0_3_20170110213739717.jpg
5;10.051382;5_1_0_20170109194229104.jpg;;;5;11.294087;5_0_3_20161220220253921.jpg;;;6;11.651409;6_1_0_20170109193722375.jpg
5;11.017426;5_1_1_20170103180249368.jpg;;;5;12.183622;5_0_3_20161220220614792.jpg;;;6;13.873705;6_1_0_20170109201806817.jpg
5;9.002635;5_1_3_20161220221703978.jpg;;;5;11.055253;5_0_3_20161220223210595.jpg;;;6;14.21685;6_1_2_20161219200113379.jpg
5;9.745085;5_1_4_20161221193811941.jpg;;;5;10.959334;5_1_0_20170109191741223.jpg;;;6;11.888381;6_1_3_20161220220517209.jpg
6;9.256634;6_0_0_20170110215331722.jpg;;;5;10.876626;5_1_0_20170109192408726.jpg;;;6;11.440533;6_1_3_20161220220748274.jpg
6;9.901211;6_0_3_20161220222811027.jpg;;;5;11.941921;5_1_0_20170109193656512.jpg;;;6;10.9412365;6_1_3_20161220222431162.jpg
6;11.237216;6_0_3_20170110213739717.jpg;;;5;12.159425;5_1_0_20170109193708669.jpg;;;6;12.684843;6_1_3_20161220223142531.jpg
6;9.383362;6_1_0_20170109193722375.jpg;;;5;11.082127;5_1_0_20170109194113052.jpg;;;6;11.974841;6_1_3_20170104222204751.jpg
6;10.880926;6_1_0_20170109201806817.jpg;;;5;12.207052;5_1_0_20170109194229104.jpg;;;6;11.915748;6_1_4_20170103233146667.jpg
6;10.897788;6_1_2_20161219200113379.jpg;;;5;13.51339;5_1_1_20170103180249368.jpg;;;6;11.352291;6_1_4_20170104005453175.jpg
6;9.539798;6_1_3_20161220220517209.jpg;;;5;10.288484;5_1_3_20161220221703978.jpg;;;7;12.70279;7_0_0_20170110215335739.jpg
6;9.085297;6_1_3_20161220220748274.jpg;;;5;11.822684;5_1_4_20161221193811941.jpg;;;7;14.39451;7_0_0_20170110215534588.jpg
6;8.631335;6_1_3_20161220222431162.jpg;;;6;11.792138;6_0_0_20170110215331722.jpg;;;7;13.28352;7_0_0_20170110215540131.jpg
6;9.676971;6_1_3_20161220223142531.jpg;;;6;12.051501;6_0_3_20161220222811027.jpg;;;7;13.6258335;7_0_0_20170110215708491.jpg
6;9.555158;6_1_3_20170104222204751.jpg;;;6;13.73786;6_0_3_20170110213739717.jpg;;;7;13.506351;7_0_0_20170110215736826.jpg
6;9.327912;6_1_4_20170103233146667.jpg;;;6;11.256489;6_1_0_20170109193722375.jpg;;;7;12.771478;7_0_0_20170110220627122.jpg
6;9.15728;6_1_4_20170104005453175.jpg;;;6;13.185818;6_1_0_20170109201806817.jpg;;;7;13.05613;7_0_0_20170110224332642.jpg
7;8.985485;7_0_0_20170110215335739.jpg;;;6;13.063848;6_1_2_20161219200113379.jpg;;;7;12.933024;7_0_0_20170110225211960.jpg
7;11.423158;7_0_0_20170110215534588.jpg;;;6;11.465378;6_1_3_20161220220517209.jpg;;;7;14.215571;7_0_0_20170110225232046.jpg
7;9.838925;7_0_0_20170110215540131.jpg;;;6;11.116142;6_1_3_20161220220748274.jpg;;;7;12.872927;7_0_4_20170103205144794.jpg
7;10.155464;7_0_0_20170110215708491.jpg;;;6;10.4952345;6_1_3_20161220222431162.jpg;;;7;11.150368;7_1_0_20170104005339735.jpg
7;10.595332;7_0_0_20170110215736826.jpg;;;6;11.706502;6_1_3_20161220223142531.jpg;;;7;12.680735;7_1_0_20170109193930338.jpg
7;10.490484;7_0_0_20170110220627122.jpg;;;6;11.457742;6_1_3_20170104222204751.jpg;;;7;12.590925;7_1_0_20170109200858883.jpg
7;10.340153;7_0_0_20170110224332642.jpg;;;6;10.975671;6_1_4_20170103233146667.jpg;;;7;13.911411;7_1_0_20170109202312260.jpg
7;10.193378;7_0_0_20170110225211960.jpg;;;6;10.700723;6_1_4_20170104005453175.jpg;;;7;11.740572;7_1_0_20170109203621621.jpg
7;11.022301;7_0_0_20170110225232046.jpg;;;7;11.561426;7_0_0_20170110215335739.jpg;;;7;11.776295;7_1_0_20170109204120279.jpg
7;9.951768;7_0_4_20170103205144794.jpg;;;7;13.83201;7_0_0_20170110215534588.jpg;;;7;13.8315525;7_1_0_20170109205356415.jpg
7;8.950079;7_1_0_20170104005339735.jpg;;;7;12.2609825;7_0_0_20170110215540131.jpg;;;7;12.4446945;7_1_1_20170109194708063.jpg
7;10.012241;7_1_0_20170109193930338.jpg;;;7;12.853875;7_0_0_20170110215708491.jpg;;;7;12.465919;7_1_2_20170104023324470.jpg
7;9.930553;7_1_0_20170109200858883.jpg;;;7;12.831248;7_0_0_20170110215736826.jpg;;;7;11.788919;7_1_3_20161220221712842.jpg
5;9.002635;5_1_3_20161220221703978.jpg;;;7;12.804661;7_0_0_20170110220627122.jpg;;;7;11.871313;7_1_3_20161220222033539.jpg
5;9.745085;5_1_4_20161221193811941.jpg;;;7;12.429912;7_0_0_20170110224332642.jpg;;;7;11.762235;7_1_3_20161220222848971.jpg
6;9.256634;6_0_0_20170110215331722.jpg;;;7;12.340149;7_0_0_20170110225211960.jpg;;;7;12.439588;7_1_3_20161220222849971.jpg
6;9.901211;6_0_3_20161220222811027.jpg;;;7;13.575319;7_0_0_20170110225232046.jpg;;;7;11.3576565;7_1_3_20170104221740399.jpg
6;11.237216;6_0_3_20170110213739717.jpg;;;7;12.155001;7_0_4_20170103205144794.jpg;;;7;12.518975;7_1_3_20170104222541621.jpg
6;9.383362;6_1_0_20170109193722375.jpg;;;7;10.691008;7_1_0_20170104005339735.jpg;;;7;11.109629;7_1_4_20161221202624721.jpg
6;10.880926;6_1_0_20170109201806817.jpg;;;7;12.251695;7_1_0_20170109193930338.jpg;;;7;11.593267;7_1_4_20170103230718288.jpg
6;10.897788;6_1_2_20161219200113379.jpg;;;7;11.871407;7_1_0_20170109200858883.jpg;;;8;14.045739;8_0_0_20170103200436055.jpg
6;9.539798;6_1_3_20161220220517209.jpg;;;7;13.177624;7_1_0_20170109202312260.jpg;;;8;13.633957;8_0_0_20170103201927968.jpg
6;9.085297;6_1_3_20161220220748274.jpg;;;7;11.266711;7_1_0_20170109203621621.jpg;;;8;11.837677;8_0_0_20170103210941483.jpg
6;8.631335;6_1_3_20161220222431162.jpg;;;7;11.271331;7_1_0_20170109204120279.jpg;;;8;11.900561;8_0_3_20170104225230063.jpg
6;9.676971;6_1_3_20161220223142531.jpg;;;7;13.085617;7_1_0_20170109205356415.jpg;;;8;11.850742;8_0_3_20170104225706490.jpg
6;9.555158;6_1_3_20170104222204751.jpg;;;7;11.882956;7_1_1_20170109194708063.jpg;;;8;11.032867;8_0_3_20170104230740713.jpg
6;9.327912;6_1_4_20170103233146667.jpg;;;7;11.367552;7_1_2_20170104023324470.jpg;;;8;11.465004;8_0_3_20170104230744745.jpg
6;9.15728;6_1_4_20170104005453175.jpg;;;7;11.012108;7_1_3_20161220221712842.jpg;;;8;12.535317;8_0_3_20170110215701316.jpg
7;8.985485;7_0_0_20170110215335739.jpg;;;7;11.179863;7_1_3_20161220222033539.jpg;;;8;13.80853;8_0_4_20170103201939191.jpg
7;11.423158;7_0_0_20170110215534588.jpg;;;7;11.199321;7_1_3_20161220222848971.jpg;;;8;12.15029;8_1_0_20170109201053203.jpg
7;9.838925;7_0_0_20170110215540131.jpg;;;7;11.694433;7_1_3_20161220222849971.jpg;;;8;14.421701;8_1_0_20170109201654441.jpg
7;10.155464;7_0_0_20170110215708491.jpg;;;7;10.482865;7_1_3_20170104221740399.jpg;;;8;14.307505;8_1_0_20170109202305645.jpg
7;10.595332;7_0_0_20170110215736826.jpg;;;7;11.415275;7_1_3_20170104222541621.jpg;;;8;13.631195;8_1_0_20170109202428799.jpg
7;10.490484;7_0_0_20170110220627122.jpg;;;7;10.470898;7_1_4_20161221202624721.jpg;;;8;14.090754;8_1_0_20170109202802966.jpg
7;10.340153;7_0_0_20170110224332642.jpg;;;7;10.769987;7_1_4_20170103230718288.jpg;;;8;12.325596;8_1_0_20170109203200614.jpg
7;10.193378;7_0_0_20170110225211960.jpg;;;8;13.140362;8_0_0_20170103200436055.jpg;;;8;13.406788;8_1_0_20170109203209685.jpg
7;11.022301;7_0_0_20170110225232046.jpg;;;8;12.673252;8_0_0_20170103201927968.jpg;;;8;13.358768;8_1_0_20170109204817102.jpg
7;9.951768;7_0_4_20170103205144794.jpg;;;8;11.215071;8_0_0_20170103210941483.jpg;;;8;11.682289;8_1_0_20170109204910999.jpg
7;8.950079;7_1_0_20170104005339735.jpg;;;7;13.177624;7_1_0_20170109202312260.jpg;;;8;13.63702;8_1_0_20170109204920415.jpg
7;10.012241;7_1_0_20170109193930338.jpg;;;7;11.266711;7_1_0_20170109203621621.jpg;;;8;11.974913;8_1_0_20170109205008946.jpg
7;9.930553;7_1_0_20170109200858883.jpg;;;7;11.271331;7_1_0_20170109204120279.jpg;;;8;13.118779;8_1_0_20170109205116937.jpg
7;10.7793255;7_1_0_20170109202312260.jpg;;;7;13.085617;7_1_0_20170109205356415.jpg;;;8;14.795749;8_1_0_20170109205303856.jpg
7;9.273163;7_1_0_20170109203621621.jpg;;;7;11.882956;7_1_1_20170109194708063.jpg;;;8;12.754294;8_1_0_20170109205426790.jpg
7;9.543149;7_1_0_20170109204120279.jpg;;;7;11.367552;7_1_2_20170104023324470.jpg;;;8;13.69706;8_1_2_20170109201847910.jpg
7;11.005838;7_1_0_20170109205356415.jpg;;;7;11.012108;7_1_3_20161220221712842.jpg;;;8;13.440773;8_1_2_20170109203442372.jpg
7;9.673573;7_1_1_20170109194708063.jpg;;;7;11.179863;7_1_3_20161220222033539.jpg;;;8;12.620853;8_1_3_20161220220407073.jpg
7;8.81377;7_1_2_20170104023324470.jpg;;;7;11.199321;7_1_3_20161220222848971.jpg;;;8;12.833712;8_1_3_20161220220642802.jpg
7;9.135425;7_1_3_20161220221712842.jpg;;;7;11.694433;7_1_3_20161220222849971.jpg;;;10;11.855046;10_0_0_20170103233459275.jpg
7;9.370173;7_1_3_20161220222033539.jpg;;;7;10.482865;7_1_3_20170104221740399.jpg;;;10;12.646956;10_0_0_20170110220546177.jpg
7;9.278382;7_1_3_20161220222848971.jpg;;;7;11.415275;7_1_3_20170104222541621.jpg;;;10;14.360282;10_0_0_20170110224255796.jpg
7;9.553648;7_1_3_20161220222849971.jpg;;;7;10.470898;7_1_4_20161221202624721.jpg;;;10;13.153056;10_0_0_20170110225246490.jpg
7;8.936437;7_1_3_20170104221740399.jpg;;;7;10.769987;7_1_4_20170103230718288.jpg;;;10;13.138615;10_0_0_20170110225252799.jpg
7;9.492845;7_1_3_20170104222541621.jpg;;;8;13.140362;8_0_0_20170103200436055.jpg;;;10;14.011023;10_0_0_20170110225442428.jpg
7;8.854827;7_1_4_20161221202624721.jpg;;;8;12.673252;8_0_0_20170103201927968.jpg;;;10;12.214849;10_0_1_20170110220507258.jpg
7;9.2805195;7_1_4_20170103230718288.jpg;;;8;11.215071;8_0_0_20170103210941483.jpg;;;10;10.629197;10_0_3_20161220215952636.jpg
8;10.411596;8_0_0_20170103200436055.jpg;;;8;10.924719;8_0_3_20170104225230063.jpg;;;10;14.04503;10_0_4_20170103200443015.jpg
8;10.03471;8_0_0_20170103201927968.jpg;;;8;11.17394;8_0_3_20170104225706490.jpg;;;10;12.388785;10_1_0_20161220222001459.jpg
8;9.169231;8_0_0_20170103210941483.jpg;;;8;10.490564;8_0_3_20170104230740713.jpg;;;10;13.803942;10_1_0_20170103200654246.jpg
8;9.154012;8_0_3_20170104225230063.jpg;;;8;10.840368;8_0_3_20170104230744745.jpg;;;10;11.778105;10_1_0_20170109203427416.jpg
8;9.301298;8_0_3_20170104225706490.jpg;;;8;12.12221;8_0_3_20170110215701316.jpg;;;10;13.327129;10_1_0_20170109203759972.jpg
